안전표지일련번호,도로종류,도로노선번호,도로노선명,도로노선방향,도로형태,차로수,도로폭,소재지도로명주소,소재지지번주소,위도,경도,안전표지구분,안전표지종별일련번호,주행제한속도,안전표지설명,지주형식,제2외국어표기여부,설치일자,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
1386,일반국도,42호,여원로,2,1,2,,,경기도 여주시 강천면 간매리 382,37.27226719,127.7229998,1,126,,미끄러운도로표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1385,일반국도,42호,여원로,2,1,2,,,경기도 여주시 강천면 간매리 382,37.27226719,127.7229998,1,138,,터널표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1384,일반국도,42호,세종로,2,1,2,,,경기도 여주시 강천면 간매리 382,37.27226719,127.7229998,2,224,60,최고속도제한표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1383,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 간매리 327-1,37.27346536,127.7143083,2,224,80,최고속도제한표지,2,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1382,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 간매리 327-1,37.27346536,127.7143083,1,126,,미끄러운도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1381,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 간매리 327-1,37.27346536,127.7143083,2,213,,우회전금지표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1380,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 간매리 327-1,37.27346536,127.7143083,1,107,,우합류도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1379,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 간매리 256-5,37.27433507,127.7097601,4,401,,거리표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
137,일반국도,3호,경충대로,1,2,5,,,경기도 여주시 가남읍 신해리 600-5,37.21862638,127.529889,4,416,,표지설명표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1378,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 간매리 256-5,37.27433507,127.7097601,1,126,,미끄러운도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1377,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 간매리 244-9,37.27458298,127.7084083,3,308,,직진및우회전표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1376,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 이호리 147-2,37.28156025,127.7003362,2,224,80,최고속도제한표지,2,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1375,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 이호리 158-4,37.28299714,127.6962099,2,213,,우회전금지표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1374,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 이호리 158-4,37.28299714,127.6962099,1,107,,우합류도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1373,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 이호리 158-4,37.28299714,127.6962099,4,415,,통행주의표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1372,일반국도,42호,세종로,2,1,4,,,경기도 여주시 강천면 이호리 158-4,37.28299714,127.6962099,1,111,,우로굽은도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1371,일반국도,42호,여원로,2,1,4,,,경기도 여주시 강천면 이호리 193-13,37.28304422,127.6927986,2,224,80,최고속도제한표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1370,일반국도,42호,여원로,2,1,4,,,경기도 여주시 강천면 이호리 193-13,37.28304422,127.6927986,3,308,,직진및우회전표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1369,일반국도,42호,여원로,2,3,4,,,경기도 여주시 강천면 가야리 651-1,37.2787588,127.689838,4,410,,기상상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
136,일반국도,3호,경충대로,1,2,5,,,경기도 여주시 가남읍 신해리 600-5,37.21862638,127.529889,4,407,,신호등화상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1368,일반국도,42호,여원로,2,3,4,,,경기도 여주시 강천면 가야리 651-1,37.2787588,127.689838,1,140,,위험표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1367,일반국도,42호,여원로,2,3,4,,,경기도 여주시 단현동 59-10,37.27334922,127.6831297,4,410,,기상상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1366,일반국도,42호,여원로,2,3,4,,,경기도 여주시 단현동 59-10,37.27334922,127.6831297,2,226,,서행표지,3,Y,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1365,일반국도,42호,여원로,2,3,4,,,경기도 여주시 단현동 59-10,37.27334922,127.6831297,1,140,,위험표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1364,일반국도,42호,여원로,2,3,4,,,경기도 여주시 단현동  3,37.28347882,127.6783603,4,410,,기상상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1363,일반국도,42호,여원로,2,3,4,,,경기도 여주시 단현동  3,37.28347882,127.6783603,1,140,,위험표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1362,일반국도,42호,여원로,2,3,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,4,410,,기상상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1361,일반국도,42호,여원로,2,3,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,2,226,,서행표지,3,Y,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1360,일반국도,42호,여원로,2,3,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,1,140,,위험표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1359,일반국도,42호,여원로,2,3,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,2,223,80,차간거리확보표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
135,일반국도,3호,경충대로,1,1,5,,,경기도 여주시 가남읍 신해리 618,37.21805852,127.5324249,2,224,60,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1358,일반국도,42호,여원로,2,3,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,2,224,80,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1357,일반국도,42호,여원로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,1,126,,미끄러운도로표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1356,일반국도,42호,여원로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,4,416,,표지설명표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1355,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,1,137,,횡풍표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1354,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,2,220,,차중량제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1353,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,4,401,,거리표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1352,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,1,126,,미끄러운도로표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1351,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,4,415,,통행주의표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1350,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,1,111,,우로굽은도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1349,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,2,228,,양보표지,1,Y,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
134,일반국도,3호,경충대로,1,1,5,,,경기도 여주시 가남읍 신해리 598-1,37.21916763,127.5285811,4,402,,거리표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1348,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,2,213,,우회전금지표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1347,일반국도,42호,세종로,2,1,4,,,경기도 여주시 연양동  162-2,37.2826147,127.6701389,1,107,,우합류도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1346,일반국도,42호,세종로,2,1,4,,,경기도 여주시 매룡동  4-2,37.2803833,127.6656624,2,220,,차중량제한표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1345,일반국도,42호,세종로,2,1,4,,,경기도 여주시 매룡동  4-2,37.2803833,127.6656624,3,313,,우측면통행표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1344,일반국도,42호,세종로,2,1,4,,,경기도 여주시 매룡동  196-1,37.28017481,127.6596513,4,415,,통행주의표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1343,일반국도,42호,세종로,2,1,4,,,경기도 여주시 매룡동  196-1,37.28017481,127.6596513,1,112,,좌로굽은도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1342,일반국도,42호,여원로,2,1,4,,,경기도 여주시 매룡동  196-1,37.28017481,127.6596513,4,415,80,통행주의표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1341,일반국도,42호,여원로,2,1,4,,,경기도 여주시 매룡동  196-1,37.28017481,127.6596513,2,224,80,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1340,일반국도,42호,여원로,2,1,4,,,경기도 여주시 매룡동  186-2,37.28076574,127.6557859,2,224,80,최고속도제한표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1339,일반국도,42호,여원로,2,1,4,,,경기도 여주시 매룡동  240-1,37.28108757,127.6530187,1,139,,야생동물보호표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
133,일반국도,3호,경충대로,1,1,5,,,경기도 여주시 가남읍 신해리 598-1,37.21916763,127.5285811,1,125,,신호기표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1338,일반국도,42호,여원로,2,1,4,,,경기도 여주시 홍문동  365-2,37.28170601,127.6441125,2,224,80,최고속도제한표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1337,일반국도,42호,여원로,2,1,4,,,경기도 여주시 홍문동  365-2,37.28170601,127.6441125,2,223,80,차간거리확보표지,2,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1336,일반국도,42호,여원로,2,1,4,,,경기도 여주시 홍문동  365-2,37.28170601,127.6441125,2,224,80,최고속도제한표지,2,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1335,일반국도,42호,여원로,2,1,4,,,경기도 여주시 홍문동  365-2,37.28170601,127.6441125,1,130,80,낙석도로표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1334,일반국도,42호,여원로,2,1,4,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,3,301,,자동차전용도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1333,일반국도,42호,여원로,2,1,4,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,4,415,,통행주의표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1332,일반국도,42호,여원로,2,1,4,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,1,126,,미끄러운도로표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1331,일반국도,42호,여원로,2,5,1,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,2,228,,양보표지,3,Y,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1330,일반국도,42호,여원로,2,5,1,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,2,207,,경운기·트랙터및손수레통행금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1329,일반국도,42호,여원로,2,5,1,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,2,230,,보행자보행금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
132,일반국도,3호,경충대로,1,1,5,,,경기도 여주시 가남읍 신해리 598-3,37.21935946,127.5292454,4,427,,해제표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1328,일반국도,42호,여원로,2,5,1,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,2,205,,이륜자동차및원동기장치자전거통행금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1327,일반국도,42호,여원로,2,5,1,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,3,301,,자동차전용도로표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1326,일반국도,42호,세종로,2,5,1,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,2,213,,우회전금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1325,일반국도,42호,세종로,2,5,1,,,경기도 여주시 홍문동  360-3,37.28221875,127.6396745,2,205,,이륜자동차및원동기장치자전거통행금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1324,일반국도,42호,세종로,2,5,1,,,경기도 여주시 홍문동  454-15,37.28241628,127.6375119,3,301,,자동차전용도로표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1323,일반국도,42호,세종로,2,2,6,,,경기도 여주시 홍문동  396,37.28319208,127.6353604,2,221,,차높이제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1322,일반국도,42호,세종로,2,1,7,,,경기도 여주시 홍문동  437-3,37.28507932,127.6344898,3,313,60,우측면통행표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1321,일반국도,42호,세종로,2,1,7,,,경기도 여주시 홍문동  437-3,37.28507932,127.6344898,4,428,60,견인지역표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1320,일반국도,42호,세종로,2,1,7,,,경기도 여주시 홍문동  437-3,37.28507932,127.6344898,2,218,60,정차·주차금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1319,일반국도,42호,세종로,2,2,9,,,경기도 여주시 홍문동  437-3,37.28507932,127.6344898,2,224,60,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
131,일반국도,3호,경충대로,1,2,6,,,경기도 여주시 가남읍 신해리 598,37.21913161,127.529361,2,224,60,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1318,일반국도,42호,세종로,2,2,9,,,경기도 여주시 홍문동  437-3,37.28507932,127.6344898,4,407,60,신호등화상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1317,일반국도,42호,세종로,2,2,9,,,경기도 여주시 홍문동  437-3,37.28507932,127.6344898,3,311,60,유턴표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1316,일반국도,42호,세종로,2,2,9,,,경기도 여주시 홍문동  437-3,37.28507932,127.6344898,1,322,,횡단보도표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1315,일반국도,42호,세종로,2,2,8,,,경기도 여주시 홍문동  434-1,37.28566614,127.6343861,4,407,,신호등화상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1314,일반국도,42호,세종로,2,2,8,,,경기도 여주시 홍문동  434-1,37.28566614,127.6343861,3,311,,유턴표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1313,일반국도,42호,세종로,2,2,8,,,경기도 여주시 홍문동  434-1,37.28566614,127.6343861,1,322,,횡단보도표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1312,일반국도,42호,세종로,2,2,8,,,경기도 여주시 홍문동  434-1,37.28566614,127.6343861,3,302,,자전거전용도로표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1311,일반국도,42호,세종로,2,1,7,,,경기도 여주시 홍문동  439-4,37.28676742,127.6342589,2,226,,서행표지,3,Y,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1310,일반국도,42호,세종로,2,1,7,,,경기도 여주시 홍문동  439-4,37.28676742,127.6342589,1,322,,횡단보도표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1309,일반국도,42호,세종로,2,2,5,,,경기도 여주시 홍문동  245-2,37.28813712,127.6340839,2,224,60,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
130,일반국도,3호,경충대로,1,2,5,,,경기도 여주시 가남읍 신해리 600-7,37.21896857,127.5300548,1,322,,횡단보도표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1308,일반국도,42호,세종로,2,2,5,,,경기도 여주시 홍문동  245-2,37.28813712,127.6340839,4,416,60,표지설명표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1307,일반국도,42호,세종로,2,2,5,,,경기도 여주시 홍문동  245-2,37.28813712,127.6340839,4,414,60,차량한정표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1306,일반국도,42호,세종로,2,2,5,,,경기도 여주시 홍문동  245-2,37.28813712,127.6340839,4,407,60,신호등화상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1305,일반국도,42호,세종로,2,2,5,,,경기도 여주시 홍문동  245-2,37.28813712,127.6340839,3,311,60,유턴표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1304,일반국도,42호,영릉로,2,2,6,,,경기도 여주시 홍문동  245-2,37.28813712,127.6340839,3,308,,직진및우회전표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1303,일반국도,42호,영릉로,2,2,5,,,경기도 여주시 창동  180-3,37.28956165,127.6327231,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1302,일반국도,42호,영릉로,2,2,5,,,경기도 여주시 창동  180-3,37.28956165,127.6327231,2,214,50,좌회전금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1301,일반국도,42호,영릉로,2,1,6,,,경기도 여주시 창동  216-2,37.29111736,127.6305699,1,124,,중앙분리대끝남표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1300,일반국도,42호,영릉로,2,2,5,,,경기도 여주시 창동  233-3,37.29373739,127.6293398,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1299,일반국도,42호,영릉로,2,2,5,,,경기도 여주시 창동  233-1,37.2937711,127.6292975,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
129,일반국도,3호,경충대로,1,2,5,,,경기도 여주시 가남읍 신해리 600-7,37.21896857,127.5300548,4,416,,표지설명표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
12,일반국도,3호,경충대로,1,2,5,,,경기도 여주시 가남읍 은봉리 산 33-6,37.18109344,127.5633053,2,224,60,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1298,일반국도,42호,영릉로,2,2,5,,,경기도 여주시 창동  233-1,37.2937711,127.6292975,4,416,50,표지설명표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1297,일반국도,42호,영릉로,2,2,5,,,경기도 여주시 창동  233-1,37.2937711,127.6292975,3,311,50,유턴표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1296,일반국도,42호,영릉로,2,2,5,,,경기도 여주시 하동  385-7,37.29413508,127.6291241,3,308,50,직진및우회전표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1295,일반국도,42호,영릉로,2,1,4,,,경기도 여주시 하동  370-3,37.29660802,127.6267398,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1294,일반국도,42호,영릉로,2,1,4,,,경기도 여주시 하동  370-3,37.29660802,127.6267398,3,313,50,우측면통행표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1293,일반국도,42호,영릉로,2,2,6,,,경기도 여주시 하동  111-3,37.29698964,127.6262587,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1292,일반국도,42호,영릉로,2,2,6,,,경기도 여주시 하동  111-3,37.29698964,127.6262587,4,416,50,표지설명표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1291,일반국도,42호,영릉로,2,2,6,,,경기도 여주시 하동  111-3,37.29698964,127.6262587,3,311,50,유턴표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1290,일반국도,42호,영릉로,2,2,7,,,경기도 여주시 하동  107-4,37.29751943,127.6258167,1,322,50,횡단보도표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1289,일반국도,42호,영릉로,2,1,5,,,경기도 여주시 하동  99-6,37.29830232,127.6240643,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
128,일반국도,3호,경충대로,1,2,5,,,경기도 여주시 가남읍 신해리 600-7,37.21896857,127.5300548,4,407,,신호등화상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1288,일반국도,42호,영릉로,2,1,5,,,경기도 여주시 하동  98-14,37.29930929,127.6218097,3,313,50,우측면통행표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1287,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  98-14,37.29930929,127.6218097,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1286,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  98-14,37.29930929,127.6218097,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1285,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  98-14,37.29930929,127.6218097,4,407,50,신호등화상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1284,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  98-14,37.29930929,127.6218097,3,329,50,비보호좌회전표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1283,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  98-14,37.29930929,127.6218097,3,311,50,유턴표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1282,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  31-13,37.30019403,127.6196213,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1281,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  31-13,37.30019403,127.6196213,4,416,50,표지설명표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1280,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  31-13,37.30019403,127.6196213,4,407,50,신호등화상태표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1279,일반국도,42호,영릉로,2,2,4,,,경기도 여주시 하동  31-13,37.30019403,127.6196213,3,311,50,유턴표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
127,일반국도,3호,경충대로,1,2,5,,,경기도 여주시 가남읍 신해리 600-7,37.21896857,127.5300548,3,307,,좌회전표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1278,일반국도,42호,중부대로,2,2,5,,,경기도 여주시 하동  31-13,37.30019403,127.6196213,1,322,50,횡단보도표지,1,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1277,일반국도,42호,중부대로,2,1,4,,,경기도 여주시 세종대왕면 왕대리 산 130-14,37.30026514,127.6167977,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1276,일반국도,42호,중부대로,2,1,4,,,경기도 여주시 세종대왕면 왕대리 산 130-14,37.30026514,127.6167977,4,422,50,전방표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1275,일반국도,42호,중부대로,2,1,4,,,경기도 여주시 세종대왕면 왕대리 산 130-14,37.30026514,127.6167977,1,322,50,횡단보도표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1274,일반국도,42호,중부대로,2,1,4,,,경기도 여주시 세종대왕면 왕대리 947-30,37.30007631,127.6162086,2,221,,차높이제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1273,일반국도,42호,중부대로,2,2,6,,,경기도 여주시 세종대왕면 왕대리 971-1,37.29946926,127.615286,2,224,50,최고속도제한표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1272,일반국도,42호,중부대로,2,2,6,,,경기도 여주시 세종대왕면 왕대리 971-1,37.29946926,127.615286,2,216,,유턴금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1271,일반국도,42호,중부대로,2,2,6,,,경기도 여주시 세종대왕면 왕대리 971-1,37.29946926,127.615286,2,214,,좌회전금지표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
1270,일반국도,42호,중부대로,2,2,6,,,경기도 여주시 세종대왕면 왕대리 971-1,37.29946926,127.615286,1,322,,횡단보도표지,3,N,,경기도 여주시청,031-887-2623,2025-12-22,5700000,경기도 여주시
